"AwardCategory","AwardWinner","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","AwardType","Your.Rating","IMDb.Rating","Num.Votes"
"Best Short Subject, Two-reel",NA,"27-1955","tt0047131","Jet Carrier","nm0485871","Otto Lang",NA,NA,"Short",NA,4.9,17
"Best Short Subject, Two-reel",NA,"27-1955","tt0047485","Siam","nm0000370","Walt Disney",NA,NA,"Short",NA,5.8,51
"Best Sound, Recording","Winner","27-1955","tt0047030","The Glenn Miller Story","nm0136989","Leslie I. Carey",NA,NA,"Effects",6,7.3,9641
"Best Sound, Recording",NA,"27-1955","tt0046807","Brigadoon","nm0589506","Wesley C. Miller",NA,NA,"Effects",6,6.8,9266
"Best Sound, Recording",NA,"27-1955","tt0047396","Rear Window","nm0753122","Loren L. Ryder",NA,NA,"Effects",9,8.5,518229
"Best Sound, Recording",NA,"27-1955","tt0047550","Susan Slept Here","nm0007356","John Aalberg",NA,NA,"Effects",NA,6.4,2134
"Best Sound, Recording",NA,"27-1955","tt0046816","The Caine Mutiny","nm0515093","John P. Livadary",NA,NA,"Effects",NA,7.7,29671
"Best Writing, Motion Picture Story","Winner","27-1955","tt0046808","Broken Lance","nm0948634","Philip Yordan",NA,NA,"Writing",NA,6.9,4260
"Best Writing, Motion Picture Story",NA,"27-1955","tt0046159","Bread, Love and Dreams","nm0546572","Ettore Maria Margadonna",NA,NA,"Writing",NA,6.9,2145
"Best Writing, Motion Picture Story",NA,"27-1955","tt0043686","Forbidden Games","nm0102030","François Boyer",NA,NA,"Writing",NA,8,13014
"Best Writing, Motion Picture Story",NA,"27-1955","tt0047279","Night People","nm0364824","Jed Harris",NA,NA,"Writing",NA,6.5,1478
"Best Writing, Motion Picture Story",NA,"27-1955","tt0047279","Night People","nm0715723","Tom Reed",NA,NA,"Writing",NA,6.5,1478
"Best Writing, Motion Picture Story",NA,"27-1955","tt0047574","There's No Business Like Show Business","nm0873707","Lamar Trotti",NA,NA,"Writing",NA,6.4,6642
"Best Writing, Screenplay","Winner","27-1955","tt0046874","The Country Girl","nm0780833","George Seaton",NA,NA,"Writing",NA,7.2,6526
"Best Writing, Screenplay",NA,"27-1955","tt0047396","Rear Window","nm0371088","John Michael Hayes",NA,NA,"Writing",9,8.5,518229
"Best Writing, Screenplay",NA,"27-1955","tt0047437","Sabrina","nm0000697","Billy Wilder",NA,NA,"Writing",7,7.6,69752
"Best Writing, Screenplay",NA,"27-1955","tt0047437","Sabrina","nm0853138","Samuel A. Taylor",NA,NA,"Writing",7,7.6,69752
"Best Writing, Screenplay",NA,"27-1955","tt0047437","Sabrina","nm0499626","Ernest Lehman",NA,NA,"Writing",7,7.6,69752
"Best Writing, Screenplay",NA,"27-1955","tt0047472","Seven Brides for Seven Brothers","nm0352443","Albert Hackett",NA,NA,"Writing",6,7.3,26858
"Best Writing, Screenplay",NA,"27-1955","tt0047472","Seven Brides for Seven Brothers","nm0329304","Frances Goodrich",NA,NA,"Writing",6,7.3,26858
"Best Writing, Screenplay",NA,"27-1955","tt0047472","Seven Brides for Seven Brothers","nm0455510","Dorothy Kingsley",NA,NA,"Writing",6,7.3,26858
"Best Writing, Screenplay",NA,"27-1955","tt0046816","The Caine Mutiny","nm0731592","Stanley Roberts",NA,NA,"Writing",NA,7.7,29671
"Best Writing, Story and Screenplay","Winner","27-1955","tt0047296","On the Waterfront","nm0775977","Budd Schulberg",NA,NA,"Writing",9,8.1,163458
"Best Writing, Story and Screenplay",NA,"27-1955","tt0045808","Genevieve","nm0741740","William Rose",NA,NA,"Writing",NA,7.1,3413
"Best Writing, Story and Screenplay",NA,"27-1955","tt0047152","Knock on Wood","nm0659085","Norman Panama",NA,NA,"Writing",NA,6.7,1148
"Best Writing, Story and Screenplay",NA,"27-1955","tt0047152","Knock on Wood","nm0291035","Melvin Frank",NA,NA,"Writing",NA,6.7,1148
"Best Writing, Story and Screenplay",NA,"27-1955","tt0046754","The Barefoot Contessa","nm0000581","Joseph L. Mankiewicz",NA,NA,"Writing",NA,6.9,12469
"Best Writing, Story and Screenplay",NA,"27-1955","tt0047030","The Glenn Miller Story","nm0204016","Valentine Davies",NA,NA,"Writing",6,7.3,9641
"Best Writing, Story and Screenplay",NA,"27-1955","tt0047030","The Glenn Miller Story","nm0110958","Oscar Brodney",NA,NA,"Writing",6,7.3,9641
"Best Actor in a Leading Role","Winner","28-1956","tt0048356","Marty","nm0000308","Ernest Borgnine",NA,NA,"Performance",8,7.7,26709
"Best Actor in a Leading Role",NA,"28-1956","tt0048347","The Man with the Golden Arm","nm0000069","Frank Sinatra",NA,NA,"Performance",6,7.3,12129
"Best Actor in a Leading Role",NA,"28-1956","tt0048317","Love Me or Leave Me","nm0000010","James Cagney",NA,NA,"Performance",NA,7.1,4689
"Best Actor in a Leading Role",NA,"28-1956","tt0048028","East of Eden","nm0000015","James Dean",NA,NA,"Performance",6,7.8,48508
"Best Actor in a Leading Role",NA,"28-1956","tt0047849","Bad Day at Black Rock","nm0000075","Spencer Tracy",NA,NA,"Performance",NA,7.7,23947
"Best Actor in a Supporting Role","Winner","28-1956","tt0048380","Mister Roberts","nm0000493","Jack Lemmon",NA,NA,"Performance",NA,7.6,18098
"Best Actor in a Supporting Role",NA,"28-1956","tt0048748","Trial","nm0447913","Arthur Kennedy",NA,NA,"Performance",NA,6.8,1182
"Best Actor in a Supporting Role",NA,"28-1956","tt0048491","Picnic","nm0640023","Arthur O'Connell",NA,NA,"Performance",NA,7,9726
"Best Actor in a Supporting Role",NA,"28-1956","tt0048356","Marty","nm0544064","Joe Mantell",NA,NA,"Performance",8,7.7,26709
"Best Actor in a Supporting Role",NA,"28-1956","tt0048545","Rebel Without a Cause","nm0000543","Sal Mineo",NA,NA,"Performance",8,7.6,97292
"Best Actress in a Leading Role","Winner","28-1956","tt0048563","The Rose Tattoo","nm0536167","Anna Magnani",NA,NA,"Performance",NA,6.9,4548
"Best Actress in a Leading Role",NA,"28-1956","tt0048210","Interrupted Melody","nm0662223","Eleanor Parker",NA,NA,"Performance",NA,6.7,1179
"Best Actress in a Leading Role",NA,"28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0428354","Jennifer Jones",NA,NA,"Performance",NA,6.4,5324
"Best Actress in a Leading Role",NA,"28-1956","tt0048673","Summertime","nm0000031","Katharine Hepburn",NA,NA,"Performance",6,7.1,9895
"Best Actress in a Leading Role",NA,"28-1956","tt0048191","I'll Cry Tomorrow","nm0001333","Susan Hayward",NA,NA,"Performance",NA,7.2,2443
"Best Actress in a Supporting Role","Winner","28-1956","tt0048028","East of Eden","nm0886888","Jo Van Fleet",NA,NA,"Performance",6,7.8,48508
"Best Actress in a Supporting Role",NA,"28-1956","tt0048356","Marty","nm0086198","Betsy Blair",NA,NA,"Performance",8,7.7,26709
"Best Actress in a Supporting Role",NA,"28-1956","tt0048563","The Rose Tattoo","nm0667542","Marisa Pavan",NA,NA,"Performance",NA,6.9,4548
"Best Actress in a Supporting Role",NA,"28-1956","tt0048545","Rebel Without a Cause","nm0000081","Natalie Wood",NA,NA,"Performance",8,7.6,97292
"Best Actress in a Supporting Role",NA,"28-1956","tt0048484","Pete Kelly's Blues","nm0498007","Peggy Lee",NA,NA,"Performance",NA,6.3,1490
"Best Art Direction-Set Decoration, Black-and-White","Winner","28-1956","tt0048563","The Rose Tattoo","nm0673134","Hal Pereira",NA,NA,"Visual Style",NA,6.9,4548
"Best Art Direction-Set Decoration, Black-and-White","Winner","28-1956","tt0048563","The Rose Tattoo","nm0488910","Tambi Larsen",NA,NA,"Visual Style",NA,6.9,4548
"Best Art Direction-Set Decoration, Black-and-White","Winner","28-1956","tt0048563","The Rose Tattoo","nm0173754","Sam Comer",NA,NA,"Visual Style",NA,6.9,4548
"Best Art Direction-Set Decoration, Black-and-White","Winner","28-1956","tt0048563","The Rose Tattoo","nm0469735","Arthur Krams",NA,NA,"Visual Style",NA,6.9,4548
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0047885","Blackboard Jungle","nm0316539","Cedric Gibbons",NA,NA,"Visual Style",NA,7.4,9783
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0047885","Blackboard Jungle","nm0240237","Randall Duell",NA,NA,"Visual Style",NA,7.4,9783
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0047885","Blackboard Jungle","nm0932320","Edwin B. Willis",NA,NA,"Visual Style",NA,7.4,9783
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0047885","Blackboard Jungle","nm0333352","Henry Grace",NA,NA,"Visual Style",NA,7.4,9783
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048191","I'll Cry Tomorrow","nm0316539","Cedric Gibbons",NA,NA,"Visual Style",NA,7.2,2443
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048191","I'll Cry Tomorrow","nm0932320","Edwin B. Willis",NA,NA,"Visual Style",NA,7.2,2443
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048191","I'll Cry Tomorrow","nm0114164","Malcolm Brown",NA,NA,"Visual Style",NA,7.2,2443
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048191","I'll Cry Tomorrow","nm0402474","Hugh Hunt",NA,NA,"Visual Style",NA,7.2,2443
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048356","Marty","nm0370385","Ted Haworth",NA,NA,"Visual Style",8,7.7,26709
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048356","Marty","nm0800467","Walter M. Simonds",NA,NA,"Visual Style",8,7.7,26709
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048356","Marty","nm0697369","Robert Priestley",NA,NA,"Visual Style",8,7.7,26709
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048347","The Man with the Golden Arm","nm0942532","Joseph C. Wright",NA,NA,"Visual Style",6,7.3,12129
"Best Art Direction-Set Decoration, Black-and-White",NA,"28-1956","tt0048347","The Man with the Golden Arm","nm0798822","Darrell Silvera",NA,NA,"Visual Style",6,7.3,12129
"Best Art Direction-Set Decoration, Color","Winner","28-1956","tt0048491","Picnic","nm0281228","William Flannery",NA,NA,"Visual Style",NA,7,9726
"Best Art Direction-Set Decoration, Color","Winner","28-1956","tt0048491","Picnic","nm0585758","Jo Mielziner",NA,NA,"Visual Style",NA,7,9726
"Best Art Direction-Set Decoration, Color","Winner","28-1956","tt0048491","Picnic","nm0697369","Robert Priestley",NA,NA,"Visual Style",NA,7,9726
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0047969","Daddy Long Legs","nm0923907","Lyle R. Wheeler",NA,NA,"Visual Style",NA,6.7,4254
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0047969","Daddy Long Legs","nm0214043","John DeCuir",NA,NA,"Visual Style",NA,6.7,4254
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0047969","Daddy Long Legs","nm0779898","Walter M. Scott",NA,NA,"Visual Style",NA,6.7,4254
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0047969","Daddy Long Legs","nm0289189","Paul S. Fox",NA,NA,"Visual Style",NA,6.7,4254
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048140","Guys and Dolls","nm0809484","Oliver Smith",NA,NA,"Visual Style",7,7.1,19107
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048140","Guys and Dolls","nm0942532","Joseph C. Wright",NA,NA,"Visual Style",7,7.1,19107
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048140","Guys and Dolls","nm0109924","Howard Bristol",NA,NA,"Visual Style",7,7.1,19107
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0923907","Lyle R. Wheeler",NA,NA,"Visual Style",NA,6.4,5324
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0779898","Walter M. Scott",NA,NA,"Visual Style",NA,6.4,5324
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0204649","George W. Davis",NA,NA,"Visual Style",NA,6.4,5324
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0835918","Jack Stubbs",NA,NA,"Visual Style",NA,6.4,5324
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048728","To Catch a Thief","nm0673134","Hal Pereira",NA,NA,"Visual Style",8,7.4,79095
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048728","To Catch a Thief","nm0425262","J. McMillan Johnson",NA,NA,"Visual Style",8,7.4,79095
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048728","To Catch a Thief","nm0173754","Sam Comer",NA,NA,"Visual Style",8,7.4,79095
"Best Art Direction-Set Decoration, Color",NA,"28-1956","tt0048728","To Catch a Thief","nm0469735","Arthur Krams",NA,NA,"Visual Style",8,7.4,79095
"Best Cinematography, Black-and-White","Winner","28-1956","tt0048563","The Rose Tattoo","nm0002146","James Wong Howe",NA,NA,"Visual Style",NA,6.9,4548
"Best Cinematography, Black-and-White",NA,"28-1956","tt0047885","Blackboard Jungle","nm0005737","Russell Harlan",NA,NA,"Visual Style",NA,7.4,9783
"Best Cinematography, Black-and-White",NA,"28-1956","tt0048191","I'll Cry Tomorrow","nm0035186","Arthur E. Arling",NA,NA,"Visual Style",NA,7.2,2443
"Best Cinematography, Black-and-White",NA,"28-1956","tt0048356","Marty","nm0005766","Joseph LaShelle",NA,NA,"Visual Style",8,7.7,26709
"Best Cinematography, Black-and-White",NA,"28-1956","tt0048527","Queen Bee","nm0485702","Charles Lang",NA,NA,"Visual Style",NA,6.7,2592
"Best Cinematography, Color","Winner","28-1956","tt0048728","To Catch a Thief","nm0122079","Robert Burks",NA,NA,"Visual Style",8,7.4,79095
"Best Cinematography, Color",NA,"28-1956","tt0048337","A Man Called Peter","nm0513823","Harold Lipstein",NA,NA,"Visual Style",NA,7.1,1122
"Best Cinematography, Color",NA,"28-1956","tt0048140","Guys and Dolls","nm0005889","Harry Stradling Sr.",NA,NA,"Visual Style",7,7.1,19107
"Best Cinematography, Color",NA,"28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0005872","Leon Shamroy",NA,NA,"Visual Style",NA,6.4,5324
"Best Cinematography, Color",NA,"28-1956","tt0048445","Oklahoma!","nm0005892","Robert Surtees",NA,NA,"Visual Style",NA,7,13935
"Best Costume Design, Black-and-White","Winner","28-1956","tt0048191","I'll Cry Tomorrow","nm0741423","Helen Rose",NA,NA,"Visual Style",NA,7.2,2443
"Best Costume Design, Black-and-White",NA,"28-1956","tt0048527","Queen Bee","nm0521872","Jean Louis",NA,NA,"Visual Style",NA,6.7,2592
"Best Costume Design, Black-and-White",NA,"28-1956","tt0045030","The Pickwick Papers","nm0206067","Beatrice Dawson",NA,NA,"Visual Style",NA,6.9,604
"Best Costume Design, Black-and-White",NA,"28-1956","tt0048563","The Rose Tattoo","nm0372128","Edith Head",NA,NA,"Visual Style",NA,6.9,4548
"Best Costume Design, Black-and-White",NA,"28-1956","tt0046478","Ugetsu","nm0435082","Tadaoto Kainoshô",NA,NA,"Visual Style",9,8.2,25545
"Best Costume Design, Color","Winner","28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0494406","Charles Le Maire",NA,NA,"Visual Style",NA,6.4,5324
"Best Costume Design, Color",NA,"28-1956","tt0048140","Guys and Dolls","nm0788695","Irene Sharaff",NA,NA,"Visual Style",7,7.1,19107
"Best Costume Design, Color",NA,"28-1956","tt0048210","Interrupted Melody","nm0741423","Helen Rose",NA,NA,"Visual Style",NA,6.7,1179
"Best Costume Design, Color",NA,"28-1956","tt0048791","The Virgin Queen","nm0494406","Charles Le Maire",NA,NA,"Visual Style",NA,6.6,3042
"Best Costume Design, Color",NA,"28-1956","tt0048791","The Virgin Queen","nm0932683","Mary Wills",NA,NA,"Visual Style",NA,6.6,3042
"Best Costume Design, Color",NA,"28-1956","tt0048728","To Catch a Thief","nm0372128","Edith Head",NA,NA,"Visual Style",8,7.4,79095
"Best Director","Winner","28-1956","tt0048356","Marty","nm0542720","Delbert Mann",NA,NA,"Director",8,7.7,26709
"Best Director",NA,"28-1956","tt0048673","Summertime","nm0000180","David Lean",NA,NA,"Director",6,7.1,9895
"Best Director",NA,"28-1956","tt0048028","East of Eden","nm0001415","Elia Kazan",NA,NA,"Director",6,7.8,48508
"Best Director",NA,"28-1956","tt0047849","Bad Day at Black Rock","nm0836328","John Sturges",NA,NA,"Director",NA,7.7,23947
"Best Director",NA,"28-1956","tt0048491","Picnic","nm0517597","Joshua Logan",NA,NA,"Director",NA,7,9726
"Best Documentary, Features","Winner","28-1956","tt0048157","The Unconquered","nm0358071","Nancy Hamilton",NA,NA,"Documentary",NA,7.2,148
"Best Documentary, Features",NA,"28-1956","tt0048151","Crèvecoeur","nm0728184","René Risacher",NA,NA,"Documentary",NA,6.1,28
"Best Documentary, Short Subjects","Winner","28-1956","tt0048369","Men Against the Arctic","nm0000370","Walt Disney",NA,NA,"Short",7,5.8,83
"Best Documentary, Short Subjects",NA,"28-1956","tt0047862","The Battle of Gettysburg","nm0770196","Dore Schary",NA,NA,"Short",4,6.6,295
"Best Documentary, Short Subjects",NA,"28-1956","tt0048049","The Face of Lincoln","nm0089768","Wilbur T. Blume",NA,NA,"Short",6,6.1,76
"Best Effects, Special Effects","Winner","28-1956","tt0046806","The Bridges at Toko-Ri",NA,NA,NA,NA,"Effects",NA,6.7,6281
"Best Effects, Special Effects",NA,"28-1956","tt0046889","The Dam Busters",NA,NA,NA,NA,"Effects",NA,7.4,11277
"Best Effects, Special Effects",NA,"28-1956","tt0048538","The Rains of Ranchipur",NA,NA,NA,NA,"Effects",NA,5.8,1136
"Best Film Editing","Winner","28-1956","tt0048491","Picnic","nm0625224","Charles Nelson",NA,NA,"Effects",NA,7,9726
"Best Film Editing","Winner","28-1956","tt0048491","Picnic","nm0528995","William A. Lyon",NA,NA,"Effects",NA,7,9726
"Best Film Editing",NA,"28-1956","tt0047885","Blackboard Jungle","nm0916883","Ferris Webster",NA,NA,"Effects",NA,7.4,9783
"Best Film Editing",NA,"28-1956","tt0048445","Oklahoma!","nm0737314","Gene Ruggiero",NA,NA,"Effects",NA,7,13935
"Best Film Editing",NA,"28-1956","tt0048445","Oklahoma!","nm0091283","George Boemler",NA,NA,"Effects",NA,7,13935
"Best Film Editing",NA,"28-1956","tt0046806","The Bridges at Toko-Ri","nm0534347","Alma Macrorie",NA,NA,"Effects",NA,6.7,6281
"Best Film Editing",NA,"28-1956","tt0048563","The Rose Tattoo","nm0522848","Warren Low",NA,NA,"Effects",NA,6.9,4548
"Best Music, Original Song","Winner","28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0006066","Sammy Fain",NA,NA,"Music",NA,6.4,5324
"Best Music, Original Song","Winner","28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0916990","Paul Francis Webster",NA,NA,"Music",NA,6.4,5324
"Best Music, Original Song",NA,"28-1956","tt0047969","Daddy Long Legs","nm0006197","Johnny Mercer",NA,NA,"Music",NA,6.7,4254
"Best Music, Original Song",NA,"28-1956","tt0048317","Love Me or Leave Me","nm0111004","Nicholas Brodszky",NA,NA,"Music",NA,7.1,4689
"Best Music, Original Song",NA,"28-1956","tt0048317","Love Me or Leave Me","nm0005991","Sammy Cahn",NA,NA,"Music",NA,7.1,4689
"Best Music, Original Song",NA,"28-1956","tt0048705","The Tender Trap","nm0005991","Sammy Cahn",NA,NA,"Music",NA,6.3,2836
"Best Music, Original Song",NA,"28-1956","tt0048705","The Tender Trap","nm0006329","Jimmy Van Heusen",NA,NA,"Music",NA,6.3,2836
"Best Music, Original Song",NA,"28-1956","tt0048762","Unchained","nm0006218","Alex North",NA,NA,"Music",NA,6.1,227
"Best Music, Original Song",NA,"28-1956","tt0048762","Unchained","nm0953448","Hy Zaret",NA,NA,"Music",NA,6.1,227
"Best Music, Scoring of a Dramatic or Comedy Picture","Winner","28-1956","tt0048316","Love Is a Many-Splendored Thing","nm0000055","Alfred Newman",NA,NA,"Music",NA,6.4,5324
"Best Music, Scoring of a Dramatic or Comedy Picture",NA,"28-1956","tt0047860","Battle Cry","nm0000070","Max Steiner",NA,NA,"Music",NA,6.4,2613
"Best Music, Scoring of a Dramatic or Comedy Picture",NA,"28-1956","tt0048491","Picnic","nm0006052","George Duning",NA,NA,"Music",NA,7,9726
"Best Music, Scoring of a Dramatic or Comedy Picture",NA,"28-1956","tt0048347","The Man with the Golden Arm","nm0000930","Elmer Bernstein",NA,NA,"Music",6,7.3,12129
"Best Music, Scoring of a Dramatic or Comedy Picture",NA,"28-1956","tt0048563","The Rose Tattoo","nm0006218","Alex North",NA,NA,"Music",NA,6.9,4548
